qid,doc_id,relevanc,citations,author_group
38142,56e64b0d2950121a3af7c2e770c01becf45a8d01,0,95,H
38142,982e779f0e5f4782b62297e320f79d5a64a4c7de,0,113,L
38142,e5373498b95914a9320bdd4f1f4ae8b65b8524a4,0,283,H
38142,692a1b4effb08cd1882656eda1efa3d308b2efb0,0,142,L
38142,03bf720aa31e36a049f77af652d8b1f14ccb6145,0,77,L
38142,35e30584cc06a002cb240d99eb7b6feddecef75c,0,156,H
38142,4767f27f41b91b573f0ff092be0a40f12639c546,0,1117,H
38142,cd374c57b09a70f1a442e8d43ef65e2e8a5c0784,1,113,L
38142,b1efb34f69ffcb3025277315884e2904d3fdfe45,0,43,H
38142,0e9033c5703b77554829632f5828b53545a2b5ce,0,485,L
3432,d99435fd67e6827e3dc9e86702a9677376536438,0,3,L
3432,ac4e45f62c1a72fae1336baae14feccd6b477d98,0,1,L
3432,8a39659658e47990bed5711728806ce1b8c96ad8,1,1,L
3432,f7af3574668c12b116bc8166a24423ce28f0044a,1,234,H
3432,643707764e94f1d7f7f3971e2aec18649b5d783a,1,8,L
3432,4e1e5ade69c152f3f5464492d23cc2c7d1218565,0,528,L
3432,fe9f84b8b9830a3d3042e876235e488f9aab661b,0,679,L
3432,72b7cc2528a9a597be7596d7b0a5bc4694baa173,0,1,L
3432,cf614e3588cf4b100f3bbd36b728dfc8e30b280d,0,945,H
3432,883d3f34505f70e7822f111c8b6921477a0dca79,0,129,H
3432,920e225e9166ee528678f724b72a04585147d18f,0,655,L
3432,f801859e4319e1b02d97175e768d5439437593a1,0,893,H
3432,fdd13b3d51c85c57ad2564c9555e71cd64da2a26,0,1958,H
3432,bb676f9e30deae67bd0620d614129837e48886ca,0,1,L
3432,77b00dbecc7e3f6397a15a65a7c66b956a01dc83,0,1030,H
3432,408cd4babeec632bc45f1db22f0f25912bdee428,0,2,L
3432,647444c4963ddac18626a4d2817eb85e438405c0,0,1,L
3432,b1942e8c4a7b7e0bc7f21893b57215113204c22a,0,860,H
3432,e39ee246e24c75818491396531b07b84f18c8ad3,0,116,L
3432,bf96a0f037e7472e4b6cb1dae192a5fedbbbd88a,1,13,H
3432,b6e01cf3d72177ec31a36c09d2f08dfd5ae79fd4,0,1644,H
3432,1adc76491145a22c668fd6ad4f5e57375f394abb,0,122,L
3432,3293cee34c41431bd6d50e4df1298543977a2b52,0,162,L
3432,6fcb326f99f46084f7860755946767cbb48ccc0c,0,570,H
3432,2e004c4b77b22d881e29ccb99cc1d290155ed8e3,0,659,H
3432,d9eba90cf4b2df321f00b54f3aba28113eeb2c38,0,1,L
3432,281e7f79437696af386ae3d78c8e5822d7bb1f17,0,81,H
3432,4ff100ec294fea7a67860167ccf1af43cbbdc939,0,2175,H
3432,c57c1d8b69ca101ae9689ab88fb623b0ae30e1ba,0,312,H
3432,7f1fe70670c348c42908fd08dce7fb049e7c9a3d,0,746,H
104830,47f64f79dd4c9836cb7dd1a64c615b83648c27d6,1,121,H
104830,a74d19e842c576920741d99c1a55c5c9657b9007,0,354,H
104830,e4d1b878ad0df0016546e403fb4237590cc9951a,0,1269,H
104830,9d85418bc8ca233e7244983153fd5d6342ab387d,0,233,H
104830,869f95148302f61e4ca02ec11fcffea7839e9712,0,459,H
104830,23c7e43ad7d392dcba39ab81d3656c26f6132a98,0,621,H
104830,290cdb5f9a6f0917e3e0ee4511fcafed3c3edb4b,0,294,L
104830,5b4c1480477fe2324a99fa032bec2834ef31efd6,0,337,H
104830,017e7c1bf71101c24c65aca784a4f867e8718ef1,1,362,H
104830,a372e83dd3077bbc141a5148409976296a4b2144,0,608,H
110084,29e231045be5b6fa50be04a8fbdc5a2163c6b6ef,0,6,L
110084,0cd5bbb5d44a2677dfdd3acfd310b1c396623a92,0,10,H
110084,21d19b45b22c77e87fa20864df4f34a758b514bf,1,7,L
110084,7e24966f78b669787448ac7ca8e85ec923b0ad7b,0,58,H
110084,377aa32aa1debd52b27e8e51c2f73318531cf4ba,0,1,L
110084,84e64d208d56dac0aee83ef3b9f8f76b73dd043c,0,18,H
110084,eb8e2bc0fb25338200b5d77bef0db3db6cf6898f,1,3,H
110084,4a0adf5f686a4d88ee359bb20add77d4a8a526eb,0,4,H
110084,ddc8b1dbbb1028c31ba3f3ecbba80d097d9fd181,0,6,L
110084,1c303ad33d5d1c534a8d056d6efb937759cddfa1,1,2,H
92425,834f468703a12ac73c4f18df3b66437e592a821f,0,13,L
92425,1c840794f50227405a0a361534d15421149b5e0f,0,358,H
92425,bab49438d46d14bf37822f83ccfc6ba11f314589,0,694,H
92425,91efbfffc5ea646fdf4b740936dbc2632a27357f,1,975,H
92425,bb36b1e73c4c0aa190455b45548586b96bded2e9,0,392,L
92425,6dc68f3ccf08fa1e830029eb3aea368ac89b5e04,1,45,L
92425,902611e8e7854f2d83b02b929b0af021abc83434,0,391,H
92425,5e5575a9bc0d150f22f2bef9ab42944ea22c0d63,0,113,L
92425,8c8c8c82068c3ee6230067a1cf5821e8fa31999e,0,744,H
92425,56ab21fa400fbcdbe37b068d180330d91f6edee0,0,110,H
92425,e2873e75e73c890156867604cad9be2f94a9d416,0,82,H
92425,cb5b27ee03e330ebcbae9d52511fa100fdb18961,0,489,H
92425,8e2eacbcb5bec20b8723dd8716bb7b8df4eb19e5,1,315,H
92425,a963f1560df00f73f0d50c8b0731346a99d4b027,0,121,H
92425,e9ac879ee3e08577360d56229078e8c6932e2613,0,421,H
92425,a2a5a18e4161f2bde11c91137e8f387481b9771b,0,438,H
92425,d9e2845f57f328a44a7481e3ab1b30cc4347a9a0,1,151,L
92425,73c483482bf05e552b462cba574d0d779d626c7a,0,276,H
92425,6e1f7d5f63fd7adcaa898445a2b5db61b308955b,0,291,L
92425,754361f53fc8e8f6e4a147c54d51068095771b99,0,662,H
92425,d989fc3fb22636d16a911773184d27777018debc,0,378,H
92425,852e3be82477340529c7ac9ddb4f1265905fc4d9,0,449,H
92425,e7e0fcfce4b5b6423b59224cc892389dac351792,0,204,L
92425,b75ad765e6d8fdf8b839842565859e82350b1a8b,0,698,H
92425,80794d82ad529239c7df8ab14aeb010a6464a7c3,0,10,H
92425,aceff42802e9b1946db31658d2876cf1b51b58d8,0,925,H
92425,fc4a3b7d7a319a86f0e271612f52dee93724040a,0,542,H
92425,7f8455f7077efa4eb848ba4b11cb3cc416b84f95,0,277,L
92425,5c1d6f0997b2009acf2369190c1fa94f8f2555b0,0,138,L
92425,209575bae1041c8be7a2c3f3ff38ab19065d277d,0,191,L
111469,25c40e796680cdea53578dfad8c7bdbae7ee56a5,0,-1,Unknown
111469,647444c4963ddac18626a4d2817eb85e438405c0,1,1,L
111469,36dedcbd7ad1a9313b967e8e3b0dc0fa3df4f9ac,0,0,L
111469,ecf4c446122e770ca0d9031b9b8bdf7d6d40dc9b,0,29,H
111469,224289edb5ee14bbe960c061a58bd38adbf4f9d9,0,1,L
111469,4f940b31db19edda00bca85293093c779fa4dd5c,0,43,H
111469,3940e507cdf316b80e42504df02969e5449c925f,0,0,L
111469,34b6de1aee17441021e62b63c543abc1c28b0928,1,1,L
111469,e60af557a1bbfd9b2adee8a3c090d27faab86632,0,1,Unknown
111469,c0fb289dbcbf888bc8ff96661bfcbda519625fac,0,0,L
111469,b9590939f89108838f7499676bb2a58de93c365f,0,2,L
111469,65acaa6938f34c08b517f49caf5cc82c872ec72f,0,17,L
111469,8a4dd47751709b4e13f611d098a0c6ec10ee3901,0,24,L
111469,1d798b9220e6660931efa4f703592875a081dab0,0,0,L
111469,4acbb705dd58fca58d05194c845cda461f6462c7,0,9,L
111469,af30c3a83f5c203f207a8865dd93c1cc3c13e186,0,0,L
111469,5fea3a4e2d25d5ad0872d35704d2cbdf210639d9,0,1,L
111469,340805c6c2806a6aa15c2a0646b2285ddd456375,0,5,H
126993,a4b2172fcd7e6bb6b6592b1edff6d1f2c2078962,0,58,L
126993,9277a6175e3d586740d24fb9e59587eedc491172,0,622,H
126993,08c4ec414fc74b242aa7e3700fe2b169291cc6bf,0,599,H
126993,1436c9621cfb7d5f97acc845764d88b4284766f7,0,669,H
126993,362f68a06f451b9c10859d347ddbb6d156111c94,0,123,L
126993,c7518798339013b32967e8b0d80b1a4a9fbb66c4,0,850,L
126993,f4deb662ec5eaaeedfffa2b610f3b9a7eaa0b8f4,0,694,H
126993,eb51d2093b1eaa2b434ee4724575c3060f7703db,0,555,H
126993,0fe5ef2c3c3a0f2180d8a9de9837ba2f4ac27ba2,0,1301,L
126993,545186ae1ab40dc75bc558bdcff531fd0331a091,0,237,H
126993,eeedd3e827ff817d3e2c03ea5a60a04f538eb0f5,0,707,H
126993,b0a2f40fb592f1c6ad47f4f92ab0c1f50eb96dd6,0,1432,H
126993,0db538d33bcb6eb9f0374d871203aa1bf577eabb,0,547,H
126993,4e77fd7c955f8fd70d9e1c6cb670fa1e38ad7157,0,798,H
126993,c4fa33e1f74da2ffd80d18b0b6cd66191476ce8d,0,160,H
126993,2bf5aaccaefc57596f7ca3bea872d52b6a7fa1b0,0,666,H
126993,54b425c9350a2baac27039eb42785d51868fd034,0,95,H
126993,31daf7c02547fe4e8faf6c96a2a54278c2d5ba8a,1,997,H
126993,ceaf84757762f2ede4c8bb1ed3c027094d74a08a,0,116,L
126993,0d2ed1dd24313b4f581d3b64376d108e812985f5,1,2227,H
126993,3893b9d73a26b2dfaec6eb10cb59081afdfa83b0,0,701,H
126993,d361a9d2c51ac45f62e99fefa1fa5659a7cf1037,0,796,L
126993,5d7abd3acbcc632aff400951d9d87ca9d9aabe15,0,1756,L
126993,318df1d894012b819723eb6fb5a60dd5661870bc,0,80,H
126993,ee2e90c369e2cc96a420371ca0bbafc86272c69f,0,838,H
126993,24e2ce5fb7982cac1525dcf5bd42bdd3d71f43d1,0,63,H
126993,70f23c84151288409f3b68b2af94798e2637a20c,0,549,H
126993,e44840d95a6ec69b995aec6bda52cdb924c0917e,0,92,L
126993,4d16a5b1ac3bdc12393d2f828d55ca0da1f719d7,0,570,H
126993,a1c9316e82b2cd5e9eddb298c2f02b5b6b5cf453,0,1063,H
7163,a6361a0ce9579d5659cad164c7d855c396e227f1,1,-1,Unknown
7163,049ea432acc08b04a3e21c390f62be3d845a2e2c,0,14,L
7163,effa683ec6111aaf4b4d29ab2fb26b832844d9e1,0,5254,H
7163,c8bb4de72eb02d40b902f3b47cd7e65ee44e643d,0,11,L
7163,8b3c52d3f2770ab757c6bfe384b2536ab9f4dc30,0,726,H
7163,a9ad10ebac0e5012f278c715ccbc9c87deebe0aa,1,3,L
7163,7c187e1e6a175d79be87548270c893b25967e9b6,0,0,L
7163,d8978d52086cef9af032cfdbc6d49d7c4081feea,0,1,L
7163,fb833f8bee6e40afdc6043b8b43cb01d030d121c,1,-1,Unknown
7163,a43026ac2a8ed3d2e2021c19127c6ec666df2c27,0,11,L
7163,1daa2c7115ab38b045c8347c698bd1ee9c45e141,0,41,L
7163,d59c6e06bad8e42029919130bb3214855f9e421d,1,39,L
7163,74d2831e019584f8f00cf01965ff475b6bad472f,0,-1,Unknown
7163,d511f3a98d460f7967dd490e34d664caac1529d1,1,8,L
7163,2715db84533cc17ca0d9cc2dce34deca5c15e15f,0,-1,Unknown
7163,4e95ce827049a350819c5c87caf992f27f9ff792,1,11,L
7163,f20ac6a74b3bf9494f63471bc3e0b8ef7ed810d1,1,7,L
7163,1ce00c09488829d6a386917f17cffb3cd47e30f6,0,498,H
7163,56d7c31382d287ad08558326ea0b38612f7eae04,0,42,H
7163,f41870a413cfed01b83d6463ca8492d9cc655d20,0,29,L
7163,1c5876f59b8eb7da373512c70a4fe8e113a0ed29,0,1,L
7163,2ee053fa0f2fbaf82fe1262d6c7095b2b659b87b,0,18,H
7163,4313bf44960b5b726028b55e76f1c9f99334e347,0,0,Unknown
7163,1c56023b04a6fa6cad58de4332fb7ce830e658c3,1,41,H
7163,9cea62e2cef93c580b8c82e900241e771f3b914e,0,-1,Unknown
7163,e15cf50aa89fee8535703b9f9512fca5bfc43327,0,13828,H
7163,cb57b7ff2b6e855e2cc748c93d2ba33259e66413,0,2,L
7163,5c73dbe54faf08c0bbc3df72bd2929e7b7870a64,0,49,H
7163,9f6034d02bf0766c021489bfe498488b0fd5eff5,0,-1,Unknown
7163,943320b3c05a7aeace900e28d0c6d434804363b4,0,-1,Unknown
7163,d43c4fcb5469c495ad74861dcc65246b00204904,0,14,L
7163,b2c2cebcee8fb5bcf247971af4e8917c6d963871,0,4,L
7163,d37234b062b448966288c1b369b6af8f0e073979,0,14,L
7163,00a407540a8bdd6d7425bd8a561eb21d69682511,0,37,L
7163,3ec772e3c23f749591cfae3d8e3492c331a18392,0,39,H
7163,89bf30190786c773e62dbd6f6f082a12a977da87,0,2,H
7163,b5c26ab8767d046cb6e32d959fdf726aee89bb62,1,3192,H
7163,b14d6745ef6441a73973b99f8c3b71367f3f607c,0,3,L
7163,5a4304a5b0cbe1c972072e8d26ac953058b06094,0,3,H
7163,9de70a2b7ce37afe4d4a70a649341b8aaf817935,0,6,H
7163,5313735b8f660d43c9ec0adbc9ed3c1e8d7da85c,0,11,L
7163,1360b6c29928bc88e40f1820b6da4bd0efaa6e05,0,6,L
7163,9670485f526f2254c0f34e64d9ca06f665a0bd17,0,36,H
7163,790a5020f730491f6a2f35ef7a2bb8c18d42d963,0,16,L
7163,e2e073433931c4d1a739f548b7d17b6e9b2fa13e,0,-1,Unknown
7163,9dcc401f1e29dc16b9f0e5b8359d355705aec322,0,12,H
7163,6364fdaa0a0eccd823a779fcdd489173f938e91a,0,9613,H
7163,67df3f2beb6e6533499c3f180176ec27d82e7fc5,0,0,L
7163,26d11d2eab9b9842130e1fef2ce6f6e22324556d,1,4,L
7163,7842ce735861a2fdef23ed03f654cd88751e27cd,1,2,L
7163,1b47265245e8db53a553049dcb27ed3e495fd625,0,4046,H
7163,d61031326150ba23f90e6587c13d99188209250e,0,18076,H
7163,891be639a4db04eb28b3179fc1fb040dd90d0bc9,1,45,L
7163,8cb3c7f7716217bd54a97f220f73dc07ef1220c4,0,2,L
7163,a15b28c5b9e2d3842fdb9893be668bc51d63dfbe,0,-1,Unknown
7163,29c808b346526fbb6027e67942b62a40a549f019,0,-1,Unknown
7163,dcbf472ae6f985f1cfdcd172142d62115e9bcaf8,1,24,L
7163,5e2874a4424ba10de42e640eb17cfdb283a4f096,0,1,L
7163,94404b110e8d1d78515c7905093a67246ee5f8a1,1,10,Unknown
7163,02cdd93f377df6d1fa9e3fa877c3336acd4f98a1,0,1,L
7163,5aa7ead7e6de583a93db27cb8adad1d24d3b205d,1,0,L
7163,7cc44884667e9771d11491c142df90e091d3d4a7,0,13,L
7163,3cc5762bbdbd60228df3e4160ef8da27c1f065cb,0,-1,Unknown
27825,74093f46bd53222fd7ae1dc7a92030991e76d4d9,1,140,H
27825,f122f6bd5d736041ca10368fdf3e5f9efb466531,1,15,H
27825,8361d3d71cc8c94fbfdf3d34aae77383246aed3e,0,663,L
27825,7be7d7e823a7a9ecb1da28f6e05af4f65b9c06c1,0,265,H
27825,9162c59f14e8b75e22ef7243186a2a12ca44afde,0,613,H
27825,b22a84ae0ccbdf48731cc3107e523fe7e2a3d0e4,0,299,H
27825,e33657412d495f4332c136fc7c9d0fb6b2ba493a,0,657,L
27825,5988513fcabf0edf61a7aff3a4ccda3e77692917,0,407,H
27825,1879c6a2c1ea56915e6aa698e2432ffe8a670931,1,65,L
27825,f2739b0f1ebec5f06eec305b77318142c8871f8a,0,447,H
27825,4252f1027db03183fc00b7a8bbfd5c29bc126dc4,1,33,H
27825,ca6ce36ca6651340b568a74ec082da2fc5337ad5,0,662,H
27825,0ec742817453cb1ff25ee1a84f622ccd7c95764b,1,55,L
27825,8d0cfe3ae398d3b8fed86488a55c0566cf9e0092,0,396,H
27825,d8ec8305cb265c552dfcea1526f13c9b497ef448,0,752,H
27825,fa36066c695ef07c8c6d548199e14aa13cb9eebe,0,327,L
27825,ebe6494782c4d8ab35bc3048175211cda353f0d1,0,499,H
27825,4fbeb21f5e8865df969f65801c3102abd283ae79,1,94,L
27825,92912cbccbf74bd4fc95a74a1103cf7b50d5e07f,1,29,H
27825,46802464cb74148cc5ff10c28c4144ffa1916222,0,624,H
27825,42026ca49b217207cc61f52a1523d3a156b17f77,1,17,H
27825,5460abf9cf6ee440b973703e7e8c0fdac0e0daa1,1,30,L
27825,af5a71cd9dcde6e19c7430c9ea8c0f3c42f9844f,1,29,L
27825,4579b071bef6077f659a83074e70ddd5b2074fcf,0,1257,H
27825,050356a2b470932ee616a6013e8f632acac5535f,1,17,H
27825,e0f9362543791a3fe9c745dc95f725caff0ea9a9,1,596,L
27825,4f7a0ab878930183b2d17b0512be4f72cb10b4f6,0,-1,Unknown
27825,09ea7f2350a757a594b5abb2ab368b9b5517e858,0,412,H
27825,3ead86286f338886798ccbda98cebc46d90f192a,0,287,H
27825,28c9da034c23ea5072f299a23a26b8429c61306b,0,694,H
27825,7c6da0d6c8f09d638e2fcab63efbde2e21c0e2d4,1,56,H
27825,e8ae8f15f943516b243769943104b60afa99bd64,0,333,H
27825,96ac874ea8938ad6aa4911774dc93ba4a5c845b0,0,1077,H
27825,54c51db8293389c38f63f1645c997bb88b05953f,0,430,L
27825,ea942c926bd20157b460df92b06df4bef9cba01c,0,345,L
27825,39d3dce00bc21ef62938a804849cc44b7d366535,0,329,H
27825,3985df5d3be8c96e7e6ea83ab20cada776a54915,0,1802,H
27825,e7a3aba7c7ce54618feca69493fee0568e8f79cb,0,2101,L
27825,90d75d1392afd3cc310abb30c08b71f5d52479bd,1,18,L
27825,3642b59776f0fa5d51a0cda428664108de88989b,0,399,H
27825,2d5d63cba656a5062af4c29beb67872c106d773f,0,537,L
27825,57b6ee4698d7c1d228ea8b2acb8edec8758b7b23,1,42,L
27825,a4592975c28861b8aae4870e23612388cdfda67a,0,930,H
40449,6e0122d17ff961ab7db6af03269e67bbb949ca9a,0,1,L
40449,d1112ec6feb318f904d1e08c4f43ae07d63c57ee,1,1,L
40449,0cf44ab3740c7691173cc1c30f3f95f5d5cb3ddc,0,1,L
40449,9fccd32dc0408b345a8a38251922f250920c95a1,1,1,L
40449,688a020c41e574bfe2fd4ade1e2c86ebf740bbdd,1,1,L
40449,cead2efc6b5fb29c07391abed53b1e6af7e97c11,0,3,L
40449,21417d9f6c6b22bb4781ae80f0cd0dd8e3cfc6de,0,2,L
40449,e48ec7ddc685f5ed2bac3d67a3cd77fed68fec8c,1,1,L
40449,a46d6cadb4f0e54e0eec89fd36d7ea4c5f9f37ac,0,1,L
40449,2bcf8027bfca0d8330bd873e01a5beff87b68e80,0,2,L
40449,88a7407117f485645ec730445e7d83c7b1ab6436,0,6,H
40449,9e232e50a62b31e6799a2bef822f9cdf5ec35d63,0,0,L
40449,dda1252a4a12add6bbc031f14cdc739ad0c70408,0,1,L
40449,187432fe9ec961c32f40f02f63bc94af201a6060,0,0,L
40449,bc84d08e431d8b0df379328227cb1739b86fcab5,0,0,L
40449,8c20cb572758b8da9854d58962d26d8f702c7c56,0,0,L
40449,b7fa823ae45db025867fcb75e4c72599b8179621,0,1,L
40449,ce2e0ec3a4b8f3ad38462bb3e1c151f834b939e7,1,1,L
40449,39f02f0ee4fa257dfaaeb6fa2f80c54d2c625f31,0,2,L
40449,9ca3b536bd6f534d2708f88420b5c412dd3b4bb3,0,1,L
40449,ef88dc41197c60b3e62bdc1100f3c9956926fbe9,0,0,L
40449,101386bbd01bc142e29631113a477e25592892f9,1,0,L
40449,5774237575838c798a2926143b27e026901a2cb0,1,2,L
40449,a83d0027595d228c4368e878e635f8e3424b4461,0,4,L
40449,1764fbe9eeedcc321f7caaa383e7b791632f6876,1,1,L
40449,990dead4b774c8f3383c571cb9519df415fdb4c0,0,2,L
40449,c0bd1b7dd7f71feb5f6ed9dfebb611949c98c6b0,0,1,L
40449,456c327f05e2f6f855905ac57acfbb583cbde4cf,0,0,L
40449,0c9e0d17a4dfb6bfa483e04536d90f8250fa0555,0,13,L
40449,b67cbb0700d3e2d8459fddef8babe271be0fe8be,1,1,L
9142,138e81857bc49bcbf131ae88425d3e6979f30ecf,0,1,L
9142,5fab55a3520906f33942806324c20184749251b8,0,3,L
9142,8e5beb837baed67ffbe8f94436b0bf79fdc4900b,1,1,L
9142,11bfa20e42754c8fe574dfdd134f051b343ff8cf,0,3,L
9142,6ec78a0d1df6463bd76cd5c9396732cf46e6e564,0,0,L
9142,7ee9f9cc1051da074b84d69f523e21f44f930d6e,0,1,L
9142,32471ca9e8b8b274fb1ac976ebd09b0f8a7df6d7,0,7,L
9142,5bcedcd1f83c13aca64b638152a544f9eab1fd7f,0,1,L
9142,fffa1028d9d311762d39588372712d4d6c071d15,0,8,L
9142,96291233ab3d8ec73b73e647bbd75850b410797f,0,2,L
9142,fa1d0c3f27c53dd299d51c4494d26fa745e0036a,0,1,L
9142,70c3b2ea56351da162bfeecc2b42b5dbc67d48f3,1,1,L
9142,11b0513ed3ac111969c656921dae9305a616c051,0,1,L
9142,857f066bc8de29fd9037d63dbdec2fd1eee0dedb,0,1,L
9142,98b8e5bfe5658ea638942da40a41c4d674b813ca,0,2,L
9142,95acc8e10410edc498af14863272bf3b6611aa8b,0,1,L
9142,1c540080446d0999a68a6e5e60a9fcb5b1067f8e,0,1,L
9142,cee656f5393ed0deed4c4b28696914ee454cf55f,0,2,L
9142,855f8b2a51b86bd97ec8e3915d120d0674612e62,1,2,L
9142,b9fa81bc4f05c65673e19582dd0ab24f231bd297,0,1,L
16756,ba3e46e8e0ee37bcd7b9db8662b708041b491c16,0,16,L
16756,d327df4142a885810c69f1973364435e342081f6,1,31,L
16756,4ff0bb48f0618cc5de95598f8f045e1a53f23268,0,763,H
16756,04e6efc90585b261a85d2b8d25a61e9abed2de21,0,2,L
16756,abf318b008aa1f95f2c32583993288d4f208af6f,0,1,L
16756,6ebfcc9b11825cfb49cb29e1367fa62daacc98fe,0,7,L
16756,9f1ede5c88ad65c891d83e478d4ee53fc88bec1e,1,1,L
16756,123ba81faac0776d585661a64f0bde6948df27a4,0,216,H
16756,d9bf6908836b0d1679d5566b02591d72a056ba9b,0,1,L
16756,925db0a620cc47ba48904e8c8a6f94e049605ffe,0,362,H
16756,96b374f5dbe944608e867cb5a67efb36d16b6eff,0,1,L
16756,165d3e8b152b65f631fcf93df1dbc137274cca20,0,7,L
16756,a0c7b540534cf811c5ea0a9cb99daba12f838cc1,0,1,L
16756,d9ea2d6ef3c09285636ec1fff1583722a23c4c39,0,623,H
16756,f25294620706dd9b6129132d545c262ab119d2fb,0,20,H
16756,b070b2252f74e9cccc55f5946d873917351d4380,0,1,L
16756,4adbaf94a1536979a8a03272fdf205a032adcc24,0,1,L
16756,3178043c96ba34a4c7e00eb47f0e3cee9fabec73,0,22,L
16756,c8e9d68082e28319dee0d89696b6fe92a991d719,0,0,L
16756,78b05afd3f30372e13afa7682ceee7a104559ab9,0,63,H
103210,0784ce0e17170dd2fe12bf99798af8cc904329dd,0,4,L
103210,1d35850028ff93cad9418034689d585c9deba80e,0,3107,H
103210,f71d3a7f399a2b83e65effe6c2e273943d2dc970,0,4,L
103210,c1d79c8821ba32a670f4b4c6ea0fb8a01d46bb35,0,1,L
103210,cd59fc010df734b903f615e80ad539427373dbf5,0,7,L
103210,53146416804c480083bb9a28c677079c736903fc,0,4,L
103210,d7ae34e34cbbe783bb950d0bc2285c8ce214e336,1,1,L
103210,89e82f03c1e4681c058c8cf97774422064b8b7ae,0,797,H
103210,db12486a74e9062d7c0cd042750f3e478cd77fed,0,529,H
103210,2b47eb770a28142aec1b3d66fd8b4bbc5eabdf2a,0,664,H
103210,c8be02b242d8dddfdc33fd282fcb86cc17e2c87f,0,1,L
103210,cb567af6173f72704e33cd3d7f6077187039c509,1,160,H
103210,e05d314a6475d879c74219e57b43b85ce8b53e9a,0,892,H
103210,10e67924be61034e54ba6dedb559b03ee8c2c7e3,0,878,H
103210,6e4a220f80119d4c7faccae2c66987529eb580bb,1,5,L
103210,0644180d81a38f5d0cebdd84bf8cf7748167f71e,0,530,H
103210,f05c4887482462d5c83d6e77d6f4bbbc612bce95,0,3,L
103210,baa776c75062e0506a8e739fda10dc409e340aad,0,930,H
103210,31e0238fe3ce96fb50c276bea35177cb3bfa0e95,0,2390,H
103210,0a6e383455399505382050ebb2b578f04f9f3224,0,2,L
32002,78b1dc7995f9f9b7ee7ef6e193374b9fe3487d30,0,55,L
32002,b0a8d512169453d92fbe44bc77a96bcc9cb9c85f,0,359,H
32002,d0a9b66236436f7c5e8c92c82cf739988b44c72c,0,136,L
32002,8415274c8fb370cbab84ad82ab2f469786ddee72,0,85,H
32002,8594d9d30039065f542ef9db62d1a840cf4c3562,0,46,L
32002,da31edce6c4db07ffb9f7f46d4d1f46bd75624a7,0,1081,L
32002,b2b057987c398ecf332f50f42891161c99e14aa4,0,4125,L
32002,e847c3ec130da57328db79a7fea794b07dbccdd9,0,359,L
32002,14cae7e8f6f54d2ff18f08d603bcbe7c5ae80886,1,70,L
32002,2aa3cd61774eaa9a5ccc92212de5ec38c1f5206f,0,100,L
32002,80524dd180749aab2e0d2fec8108c1b0c27f1801,0,69,H
32002,ae47d53a9d712d655f88362bddfae226c651742a,0,269,H
32002,6eaea3a66cfc62a55127df22c3853b4ef659c405,0,76,H
32002,f35236ab42fc866be447aad9977ad42adc36c9e8,0,112,H
32002,df704cca917666dace4e42b4d3a50f65597b8f06,0,282,L
32002,f02fc0e6c95ae2ac18c9569849983db43d6129a3,0,88,L
32002,e6914176dc466e7db55a23d7f3ded9bd1ac9d0a0,0,64,L
32002,1f779bb04bf3510cc8b0fc8f5dba896f5e4e6b95,0,149,H
32002,174ef760bca90177ffd43060f61f0b1c7c2e863c,1,54,L
32002,846243cb26202b827d9926201ffaaa4cee65b5ae,0,313,H
96265,1c2fc3db949b0ec866ba6a636182860754def193,1,0,H
96265,ab690da13c9fc04d166471f2e404263b26998e48,0,0,L
96265,403136735248d730419f89e3a329b08de98bc0ea,0,0,L
96265,5bb9fc3bb7a9cd2a76e915f6d57cd4921c2c2526,0,1,L
96265,b59dcbab074348294b934346268b65ce49385f78,1,0,L
96265,80aaca60be00c5d1b220f94716aba41eb45532b3,0,0,L
96265,2928bf2cdc03ee57010e14ff97b736614c225c2d,0,0,L
96265,5402520e51e900ab16c624496281bdc3b17fc1fa,0,0,Unknown
96265,9660c75834ceab591fcc9d357f623c80c39ba8be,0,5,L
96265,4ec6d61f0ceedd0c0b2e9f5d9ac0e7c258c6bfe7,0,1,L
96265,243d068c29515718dc85c3a6ec5ca00b9b45544d,0,0,L
96265,81020c906a2977540b20ee3abdffb136ea9ef64f,0,5,L
96265,cd59691aaddb039725107343c2d9d76312bedbec,0,0,L
96265,a7c0a13135c7b706c86b0a8b44b1d1fd995daab5,0,66,H
96265,2053d9e5eed846080dbd531b94daf0628b2125d3,0,0,L
96265,5d0f407f109ac10dfffff0f70ec73789051bcfcc,0,0,L
96265,1061d0262c0995d1473c666b624ae64690b6c427,0,2,H
115862,586fd4d3ae5642e59ff6164776c272a2c6ae1a5e,0,61,L
115862,0a55b6f85a5bfe35fc3a8d2670a6959f4bba9e37,0,114,H
115862,ed32b7077ff5a0fa7169dae4af6c627aa9c80a4c,0,803,H
115862,1cbe6c74a3e75e1a73dd9c3ad8c9be2eaed3ffe8,1,215,H
115862,bf48e6de3ce342557722d4a35a7734b024ddb3c5,1,165,H
115862,d4789012246dfaea146018f4c22f773d9a450937,1,36,H
115862,1604f1d8b0433c9d77b86de26f943f7308dc5aa1,0,90,H
115862,9e34b49eff19e85258dc9cbed7dacffe732db352,0,104,H
115862,0b47e88634535ffb919d4c5f2dc07bd7239ee04a,0,368,H
115862,f2d1744517629ecd9ed303d580057e87c65a2446,0,599,H
