sensitive_attribute,session,score,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25
L,48674,1,8.0,16.40526216231178,0.8350561615174925,22.186273154001146,14.215734444818585,20.40174962286277,16.535957966886553,2.0,19.52865001379353,1.063790878523963,17.132613825674305,10.687865295796911,21.23722417811764,12.602592237762265,0.0,17.42578192298026,0.0,0.0,21.215714477665625,19.118069229334434,23.721240414656357,620.0,41.0,17.0,309.0
L,48674,1,4.0,16.40526216231178,0.4199139510835392,16.394799173949608,18.22350809244073,22.0575495580092,19.043488784456038,2.0,19.52865001379353,0.8328083595568109,15.451357578244073,11.697282005660545,21.240215205284642,13.275418746927867,0.0,17.42578192298026,0.0,0.0,22.026644693881956,19.119067980915737,23.721240414656357,889.0,52.0,24.0,245.0
L,48674,1,6.0,16.40526216231178,0.6499720417171697,20.354244347952534,15.416775618497107,21.083118514370078,17.408848820204398,2.0,19.52865001379353,0.696308744494589,13.468781538940394,12.767306837476745,21.244696162054996,13.988591702704682,0.0,17.42578192298026,0.0,0.0,25.24552051875016,19.131014258345672,23.721240414656357,639.0,66.0,104.0,343.0
L,21737,1,5.0,11.213676954776187,0.2279039203565588,5.2893024183674315,20.741121195089335,18.489823244357638,18.551448498360337,2.0,13.043755288306382,0.7976715102379348,15.240234002099163,5.673461164788583,13.452296435902223,3.7928411343556014,0.0,5.822519203593965,0.0,0.0,3.497161115853985,6.003686553177804,8.305272145838767,1033.0,58.0,8.0,19.0
H,21737,1,5.0,11.213676954776187,0.12988421821397395,4.347006906600454,22.77221257502833,18.70512275416138,19.55906308272275,1.0,13.043755288306382,0.6373712154894791,7.3966114939259855,11.064126174200537,15.515926383483288,12.633935455229206,0.0,5.822519203593965,0.0,0.0,3.902626223962149,6.0041859289684565,8.305272145838767,2375.0,21.0,19.0,1190.0
L,21737,0,1.0,11.213676954776187,0.03304583874139038,2.9417665762007426,22.68051632412209,19.21001408890595,20.29944786220955,2.0,13.043755288306382,0.6503169221728688,13.197373719065983,6.484391381004912,13.45528522848833,4.603072617136236,0.0,5.822519203593965,0.0,0.0,0.0,0.0,0.0,1079.0,72.0,0.0,37.0
L,21737,1,3.0,11.213676954776187,0.14077372533870344,4.607936555147663,21.54932644068008,18.799550280089846,19.205986957414943,1.0,13.043755288306382,0.4750858085449578,6.189377836203217,12.896707637948847,15.518921143214294,13.549550978486485,0.0,5.822519203593965,0.0,0.0,2.8040139352940394,6.003186927886372,8.305272145838767,1020.0,32.0,4.0,797.0
H,21737,0,1.0,11.213676954776187,0.045315739162861086,3.647539392952958,21.366957251343948,19.136524898254162,19.655251362843693,1.0,13.043755288306382,0.4006380059170809,6.189377836203217,12.896707637948847,15.518921143214294,13.549550978486485,0.0,5.822519203593965,0.0,0.0,0.0,0.0,0.0,446.0,44.0,0.0,9993.0
L,21737,1,7.0,11.213676954776187,0.3163178694328861,5.55273785543252,20.447002367187086,18.26854318200617,18.2377049947046,1.0,13.043755288306382,0.3524294514343291,5.870020504777021,13.261350751536755,15.519918400776715,13.731647567016086,0.0,5.822519203593965,0.0,0.0,5.2019092080924105,6.0081719830752895,8.305272145838767,916.0,47.0,95.0,62.0
L,21737,0,1.0,11.213676954776187,0.05263006197218973,3.466290249779339,21.73556468733984,19.152773494197646,19.83679909844919,1.0,13.043755288306382,0.2426308493208953,5.083180109272092,14.072280967753086,15.522907193362824,14.136438073836196,0.0,5.822519203593965,0.0,0.0,2.8040139352940394,6.003186927886372,8.305272145838767,664.0,65.0,4.0,15.0
H,21737,0,5.0,11.213676954776187,0.12902421171776107,5.1559211677511705,21.12260144960844,18.51676906426037,18.7412388029184,1.0,13.043755288306382,0.3852339474397072,5.870020504777021,13.261350751536755,15.519918400776715,13.731647567016086,1.0,5.822519203593965,0.429381942589992,4.261259484249462,2.8118384417938733,5.821481819425408,1.8954732744053249,1147.0,43.0,57.0,119.0
H,21737,0,5.0,11.213676954776187,0.25137633065423604,5.490098153588527,20.03603578178169,18.45109712299149,18.200250185722172,2.0,13.043755288306382,0.5167779243395186,6.963743543358079,12.840723075241776,15.34238254789501,13.444302965942702,0.0,5.822519203593965,0.0,0.0,3.497161115853985,6.003686553177804,8.305272145838767,679.0,84.0,8.0,46.0
H,776,0,13.0,13.170169213162035,0.3442975773397947,18.413339149540025,9.306537362993053,11.995965099745627,9.274226111621314,2.0,15.479871773924947,0.6164662498167899,12.802106996075167,7.6835284199270095,14.826190172718613,5.488497851801192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3729.0,96.0,26.0,82.0
L,776,0,3.0,13.170169213162035,0.2533788797667341,15.195022264070165,11.477672798143226,14.501312885056464,10.06131159377098,1.0,15.479871773924947,0.2613335095088054,5.749668575212701,15.538480791924226,16.89579724941861,14.713569997424312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.0,126.0,36.0,341.0
L,20058,1,1.0,9.655136688851083,0.3164874971556665,10.899038467619716,6.8576012167434985,13.703006731043557,11.4865922172928,2.0,12.178757850819773,0.4646174184087804,10.453826875991165,7.120696730012213,13.186394671150374,5.3370000764696535,0.0,8.307425853381964,0.0,0.0,9.22156287771292,8.865887434107274,11.167473026768237,120.0,87.0,17.0,294.0
L,20058,1,8.0,9.655136688851083,0.567265784571464,16.854590361321723,7.328846171978659,11.754302557105598,7.512416623264362,2.0,12.178757850819773,0.5212773869266311,10.453826875991165,7.120696730012213,13.186394671150374,5.3370000764696535,0.0,8.307425853381964,0.0,0.0,10.320175166381029,8.867883442753989,11.167473026768237,1140.0,99.0,39.0,1063.0
L,20058,1,0.0,9.655136688851083,0.0,0.0,17.972439388201327,16.165942114082483,20.603349332109172,0.0,12.178757850819773,0.0,0.0,13.126217606709108,14.751173609336364,19.348359752785374,0.0,8.307425853381964,0.0,0.0,9.22156287771292,8.865887434107274,11.167473026768237,1325.0,75.0,14.0,923.0
L,20058,1,7.0,9.655136688851083,0.7103337897542796,17.235222899805724,6.901717015041082,11.860806541265125,7.1463898040643965,1.0,12.178757850819773,0.544893610896903,9.026069018065616,6.290667684001157,13.372011454603165,10.074484041261485,0.0,8.307425853381964,0.0,0.0,10.926310969951349,8.870372864004757,11.167473026768237,708.0,43.0,78.0,202.0
H,42224,1,9.0,7.1034530490560295,0.6526822469751143,13.6442796255715,3.1148114233874167,5.480932819798964,3.1391177930688596,1.0,7.208813564713856,0.4521486235280204,7.634847843309393,3.2798168732023085,7.278373264575344,2.184630455325208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.0,53.0,14.0,2090.0
L,42224,0,5.0,7.1034530490560295,0.4988698479080906,12.986023332689507,3.431653657566298,6.034120097239533,3.386109451715193,1.0,7.208813564713856,0.37759403062617375,7.293712936326775,3.3975999088586923,7.278871148578659,2.302392042800396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914.0,57.0,15.0,1046.0
H,42224,0,1.0,7.1034530490560295,0.19390595988045034,9.407202387084462,5.407512954313493,7.529653681463515,4.30964443571347,1.0,7.208813564713856,0.4718473371462299,8.880965108709109,2.8098132439565733,7.276878123504393,1.7146911733833423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,43.0,37.0,230.0
L,42224,1,4.0,7.1034530490560295,0.39745980326485997,12.18453159392409,3.842925309094469,6.261702075388072,3.7557838869196516,1.0,7.208813564713856,0.4204796055556659,8.422728207898686,2.9921348007505286,7.2773767522856065,1.89699128061594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1053.0,51.0,4.0,157.0
L,42224,0,2.0,7.1034530490560295,0.2089119193460986,11.156914442395749,4.269969156297363,6.899750014504202,3.944529160978222,1.0,7.208813564713856,0.2846619593623493,5.7517413435743805,3.9084255326246833,7.2818532581445075,2.8130889871388325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,87.0,4.0,334.0
H,36021,1,2.0,7.1034530490560295,0.17091834579856907,9.193009214964713,5.055379355049787,6.930072185868274,4.729453352410849,1.0,7.1034530490560295,0.3752348430759643,6.8797168961464426,3.5009985169136457,7.180008545612623,2.4076506858792834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1318.0,75.0,28.0,6104.0
L,36021,1,9.0,7.1034530490560295,0.6135308001430642,13.510020609781936,3.2115616944343297,5.4845968829754765,3.2358145722131413,1.0,7.1034530490560295,0.4895836609758169,7.523260617683584,3.277854965599436,7.1790130253711215,2.1845661121616464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1483.0,52.0,46.0,1118.0
L,36021,0,8.0,7.1034530490560295,0.7009593426627443,13.873174815774385,2.8948605384989787,5.566140611255195,2.9085784949088684,2.0,7.1034530490560295,0.6753446020818586,10.156900991456382,1.8157915973364616,6.676303990111967,1.4915368972309433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888.0,69.0,22.0,533.0
L,36021,0,3.0,7.1034530490560295,0.18218712411739355,10.681631443043596,4.475145823745212,6.548019255023338,4.314434937992004,1.0,7.1034530490560295,0.2715527530980568,5.667676687379672,3.90646362502181,7.182493018940286,2.8129683652120323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1442.0,105.0,24.0,397.0
H,36021,0,5.0,7.1034530490560295,0.3264829206962607,12.482693424163575,3.7230547250650576,6.0461256788536595,3.677398936475121,1.0,7.1034530490560295,0.3613087131028222,7.523260617683584,3.277854965599436,7.1790130253711215,2.1845661121616464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098.0,65.0,42.0,284.0
H,36021,0,9.0,7.1034530490560295,0.5347466390628638,13.249276205232384,3.3808537509379506,5.501675949804616,3.4050701945028554,1.0,7.1034530490560295,0.3228715638130029,5.667676687379672,3.90646362502181,7.182493018940286,2.8129683652120323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1731.0,103.0,12.0,313.0
L,18674,0,6.0,7.460127992994763,0.536952853974799,13.454503891102776,3.574021090765474,5.891436967934651,3.5552636894084872,1.0,7.460127992994763,0.6599058534869501,9.71935382993483,2.588241994784049,7.348565854273046,1.4915905225721473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1261.0,33.0,38.0,41.0
L,18674,1,2.0,7.460127992994763,0.34816832942900594,12.259809187206006,3.986053095408285,6.918335374208628,3.6606148308300623,1.0,7.460127992994763,0.5662843092516856,9.190574262676252,2.811385546098258,7.349064731808959,1.7147179859820476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.0,37.0,74.0,17.0
L,18674,1,4.0,7.460127992994763,0.5108640085882662,13.521028782121967,3.4407758381768487,6.252844218535191,3.3537261714084035,1.0,7.460127992994763,0.3991663953444791,6.928810638250916,3.599842906462529,7.352052781840942,2.503078824355316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,77.0,53.0,78.0
L,18674,1,3.0,7.460127992994763,0.3917974731233196,12.879160631646714,3.741757834463996,6.533706971794344,3.58137260144319,1.0,7.460127992994763,0.41285967933921214,7.225157715041339,3.5045327266582036,7.35155539312141,2.4077847309025264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.0,76.0,79.0,30.0
H,55885,1,0.0,8.019743780930185,0.0,0.0,16.3438947303775,12.20519801377631,14.439657277722757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.0,61.0,52.0,243.0
L,55885,1,1.0,8.019743780930185,0.07892485314018463,7.590518424511376,6.4509593769049385,7.680999447884159,5.352271498116781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1414.0,116.0,15.0,32.0
L,55885,1,0.0,8.019743780930185,0.0,0.0,16.270332163200482,12.200516357285245,14.439657277722757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906.0,63.0,39.0,247.0
H,55885,0,0.0,8.019743780930185,0.0,0.0,17.078714607338014,12.274222022875946,14.439657277722757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1942.0,117.0,85.0,72.0
L,27935,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,98.0,30.0,13.0
L,27935,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2485.0,129.0,22.0,62.0
L,27935,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2959.0,180.0,21.0,74.0
H,27935,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.0,67.0,30.0,42.0
L,10122,1,8.0,19.648074408973642,0.6281832011949856,23.140897495661637,22.455410218689533,28.69122500050489,23.232899482476352,3.0,27.52550950089013,0.9040619249297536,18.32379773755277,21.371418631264802,30.31745388822775,19.056488997509497,0.0,15.410878902437991,0.0,0.0,0.0,0.0,0.0,826.0,73.0,0.0,171.0
L,10122,1,6.0,19.648074408973642,0.579205196876654,16.89783819842588,25.49520635294563,30.698568529764227,29.069311017116267,2.0,27.52550950089013,0.5602281015434699,11.498322541182908,26.542334516859555,31.322461189399643,27.177091814023647,0.0,15.410878902437991,0.0,0.0,0.0,0.0,0.0,518.0,75.0,0.0,91.0
L,10122,1,2.0,19.648074408973642,0.15801660853118935,12.014190285236163,29.76485943907807,32.464705277451024,31.417736676377142,0.0,27.52550950089013,0.0,0.0,33.741517179065994,32.81273936825013,42.00312957418216,0.0,15.410878902437991,0.0,0.0,0.0,0.0,0.0,527.0,66.0,0.0,120.0
L,10122,0,5.0,19.648074408973642,0.2996053210794428,9.179147623624052,31.91333061489677,32.162638391259605,36.33976083623621,1.0,27.52550950089013,0.3662171974600044,7.245390865504662,28.026072596172924,31.80573855190015,33.738090449158555,0.0,15.410878902437991,0.0,0.0,16.140540662431796,16.12333570736175,20.72550814110237,1168.0,72.0,18.0,11.0
L,55247,1,4.0,16.405795732800204,0.42451734437287103,22.595448091460824,15.468278045245302,21.263336055094303,13.213739401290267,3.0,19.133337277149387,1.718931727344676,26.449447477554656,6.758331702088497,20.54345374211199,3.6112829867856653,0.0,16.03948756186037,0.0,0.0,19.829420116545734,17.177147858121465,21.77533026560105,656.0,30.0,56.0,18.0
H,55247,0,6.0,16.405795732800204,0.1975629673002386,15.460784115086934,18.19543982001704,21.32097520819161,15.950866909945946,3.0,19.133337277149387,0.9440316454954368,18.53069807546143,10.370250115066304,20.5539197382739,7.221719453980884,0.0,16.03948756186037,0.0,0.0,15.937599818435107,17.171159829696258,21.77533026560105,2045.0,76.0,8.0,1453.0
H,55247,1,4.0,16.405795732800204,0.43036455167601856,21.830692311694627,15.421432757427995,21.540268764780308,12.981993894971342,3.0,19.133337277149387,1.718931727344676,26.449447477554656,6.758331702088497,20.54345374211199,3.6112829867856653,0.0,16.03948756186037,0.0,0.0,19.521118756891216,17.176151097572557,21.77533026560105,579.0,30.0,44.0,270.0
H,55247,0,4.0,16.405795732800204,0.1653200413452844,16.81008578495826,17.892734846359023,21.694436265986422,15.448214260289813,3.0,19.133337277149387,1.0556953110039795,21.258377479107835,9.300225283250107,20.54943878150355,6.1523296192184445,0.0,16.03948756186037,0.0,0.0,15.937599818435107,17.171159829696258,21.77533026560105,1399.0,63.0,8.0,259.0
L,55247,0,4.0,16.405795732800204,0.17817618656837445,16.729067183255676,18.287291586799952,21.464288554371915,16.021913276762017,3.0,19.133337277149387,1.15425629288249,22.355259731548127,8.837773243768334,20.54794364068018,5.690089286268322,0.0,16.03948756186037,0.0,0.0,15.937599818435107,17.171159829696258,21.77533026560105,1597.0,62.0,10.0,241.0
L,55247,1,2.0,16.405795732800204,0.06611949326450414,4.552061998786028,31.326028687285532,27.092752363685893,29.872741316387767,3.0,19.133337277149387,1.273721464631929,22.355259731548127,8.837773243768334,20.54794364068018,5.690089286268322,0.0,16.03948756186037,0.0,0.0,17.323894179554998,17.172159080279126,21.77533026560105,1931.0,54.0,8.0,552.0
H,7623,1,3.0,10.241164679448866,0.20958647225645693,7.135149405311582,14.03561654651074,19.42537069769946,19.470091041320966,3.0,15.514982479350893,1.282612156036839,20.213541178335213,5.034406194503932,17.59909062076413,4.469759197053771,0.0,14.381259485256836,0.0,0.0,11.640730992101533,15.022725416529472,19.62689585243426,456.0,23.0,4.0,314.0
H,7623,0,7.0,10.241164679448866,0.2605908555571864,7.6273881776861705,15.666427746760778,19.013450711568943,19.624662792606827,1.0,15.514982479350893,0.379939216369384,5.709250632029357,11.4012980992764,19.15465182279195,19.78646090726161,1.0,14.381259485256836,0.7423004561351325,7.4894146893080356,10.243911854121649,14.720698420925956,11.560201746605781,1241.0,34.0,16.0,1425.0
H,38068,1,11.0,16.80546243778927,0.5654581984491627,14.893101018334931,22.70097028484567,23.2709748911164,21.311985595982975,1.0,21.67708442696032,0.4072461438948477,7.547987135566768,21.006728678558506,24.241821627111033,23.7893945475252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.0,78.0,10.0,1415.0
L,38068,1,3.0,16.80546243778927,0.26413837314121685,14.01396889453033,21.007162585455585,23.375582465844225,20.715346856240746,2.0,21.67708442696032,0.8100919977609988,14.638666044963195,15.821675999365382,23.11955791811164,15.45983298642182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1053.0,78.0,88.0,200.0
L,38068,1,7.0,16.80546243778927,0.4447979335424747,15.944026116394534,19.97092573481884,22.380641410547447,19.86152524526055,2.0,21.67708442696032,0.6849715434197841,13.437826959747104,16.423688085751838,23.122542992984794,15.861088588531125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.0,86.0,15.0,336.0
H,38068,0,2.0,16.80546243778927,0.13386526290664413,7.195374795521129,27.90162383458356,26.34809807914391,28.438139343563552,1.0,21.67708442696032,0.4879466499295859,8.880965108709109,19.81716052661402,24.451338016035447,23.48932749150532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1162.0,42.0,10.0,2229.0
H,38068,0,2.0,16.80546243778927,0.22228457496283147,8.06114624044934,26.400235324392227,26.25929666981504,27.938191594030624,0.0,21.67708442696032,0.0,0.0,26.455899112712242,25.732411605394805,32.62968521661418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.0,39.0,68.0,4207.0
H,40700,1,16.0,12.257618061298711,0.3740737293415929,13.48269241504212,13.472943214717633,17.343218848238266,17.551794834637107,2.0,16.338326090853773,0.6462220195914536,11.49440624383802,8.416632476911554,18.65542313261799,14.035546945307615,2.0,10.597340450717848,0.4325074372235783,2.872294923416828,7.509923413330367,10.925345273782801,11.80818978803348,1804.0,35.0,45.0,669.0
H,40700,1,26.0,12.257618061298711,0.5975348271355091,14.211443226292605,13.111034091097087,17.062100047408485,16.761665591194756,2.0,16.338326090853773,0.5894760569492347,11.49440624383802,8.416632476911554,18.65542313261799,14.035546945307615,0.0,10.597340450717848,0.0,0.0,6.876057619400168,10.939063852772039,15.539240278362955,1871.0,38.0,50.0,920.0
H,40700,0,7.0,12.257618061298711,0.2528102519613452,12.598549140568943,12.135430908280034,18.081402826156193,17.54454818581608,2.0,16.338326090853773,0.43283397739830254,9.036312158398486,10.496074018591388,18.662895116555347,15.396537379196904,1.0,10.597340450717848,0.2893580166109872,2.2638854647671973,6.866902967857786,10.931176693825753,12.15464528111367,756.0,71.0,36.0,3121.0
H,40700,0,18.0,12.257618061298711,0.3775177932707233,15.996603152234487,11.82153919479951,16.676799583613967,13.152567647176713,1.0,16.338326090853773,0.442964250477307,9.026069018065616,8.422164932431063,18.66597555438683,17.70396502985669,1.0,10.597340450717848,0.262919506530119,2.527988597225955,6.420615865229366,10.930178938753922,11.93830307976519,2156.0,42.0,34.0,3498.0
L,717,1,5.0,16.173018954484892,0.23715820426297798,11.86290321869105,22.730346424530296,18.682438623112738,18.92682123698368,1.0,7.460127992994763,0.3637198291845575,7.547987135566768,3.3991722110003777,7.351057756883224,2.3024403018550106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,67.0,9.0,112.0
L,717,1,7.0,16.173018954484892,0.4398329007731077,23.97048119000525,9.024030450969587,12.934075412055106,8.776449489547096,1.0,7.460127992994763,0.3779434519752702,7.225157715041339,3.5045327266582036,7.35155539312141,2.4077847309025264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1622.0,68.0,18.0,52.0
L,717,1,7.0,16.173018954484892,0.4270886828645202,13.284839063684068,21.983779082097374,18.30579170809519,18.408117776810666,1.0,7.460127992994763,0.2825908228049244,5.952259164489537,3.909997834766368,7.3540398664490745,2.813169409840596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1651.0,107.0,47.0,55.0
L,717,0,3.0,16.173018954484892,0.14460612324769062,9.25182650653134,23.80231099022565,19.24866882450241,19.66054867793796,1.0,7.460127992994763,0.21920592702619784,4.643377378338813,4.337441849593308,7.358002229236035,3.24048475144908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2631.0,182.0,12.0,114.0
L,27149,1,6.0,10.756918552280474,0.4036370521627429,17.494887501563312,8.390986989523906,12.640461096727648,8.158623487403787,2.0,12.60348625800352,0.6482343925169556,12.206516571691694,6.767417231551608,13.480692487929394,4.813855040966382,0.0,6.633449419810294,0.0,0.0,5.191756836628392,6.8509844135650075,9.152570006225972,1027.0,82.0,18.0,35.0
L,27149,0,4.0,10.756918552280474,0.2734317354507824,14.399838809050467,10.279178384718444,13.279619286970663,9.639656176237118,1.0,12.60348625800352,0.5825620064249921,10.312694574312534,5.8907620180183855,13.732975708986476,9.88991973640618,0.0,6.633449419810294,0.0,0.0,6.695834233404666,6.854474818504777,9.152570006225972,1226.0,21.0,74.0,12.0
L,27149,0,4.0,10.756918552280474,0.4452507793281374,13.372533579419885,9.578644230584397,13.381379492396436,12.817135584990208,1.0,12.60348625800352,0.4721076464665635,9.71935382993483,6.466126162921947,13.733973962064352,10.177585720694829,0.0,6.633449419810294,0.0,0.0,0.0,0.0,0.0,759.0,29.0,0.0,5.0
L,27149,1,4.0,10.756918552280474,0.3490363955934248,15.087865138061195,9.932912123239348,13.251171915884864,9.29630099384654,1.0,12.60348625800352,0.3960367629998797,7.225157715041339,8.298707626670257,13.739953039761085,11.093779929025207,0.0,6.633449419810294,0.0,0.0,5.191756836628392,6.8509844135650075,9.152570006225972,1168.0,85.0,18.0,58.0
L,27149,0,5.0,10.756918552280474,0.32617265822949204,15.177851290250313,9.158111604114128,13.108339872544803,8.776703726934379,2.0,12.60348625800352,0.5327586375455635,10.818399133063798,7.292145760486591,13.483675337102735,5.3379734071266745,1.0,6.633449419810294,0.2945907292028965,3.29593701433738,3.5654575504955037,6.468893114036499,2.5019617163016763,1165.0,84.0,94.0,22.0
L,37412,1,17.0,29.256202049693858,1.0732192502946465,39.36687282798747,24.487631861066085,33.387450740526056,22.007945038115334,5.0,35.56851643529094,2.214046123410686,43.81896557521861,13.976472235362953,35.657167623914354,8.573026948537885,0.0,16.32716963431215,0.0,0.0,16.274072055056322,17.171159829696258,21.77533026560105,1165.0,45.0,7.0,110.0
H,37412,0,0.0,29.256202049693858,0.0,0.0,54.40374794891361,48.130674938530426,59.449901261921,0.0,35.56851643529094,0.0,0.0,44.8500642020505,42.60534017566484,54.09581611427081,0.0,16.32716963431215,0.0,0.0,17.660366416176213,17.172159080279126,21.77533026560105,489.0,63.0,19.0,7503.0
H,37412,0,0.0,29.256202049693858,0.0,0.0,55.82631043736611,48.19281722982277,59.449901261921,0.0,35.56851643529094,0.0,0.0,45.85341767936126,42.61031530045343,54.09581611427081,0.0,16.32716963431215,0.0,0.0,16.274072055056322,17.171159829696258,21.77533026560105,755.0,89.0,4.0,10025.0
L,37412,1,17.0,29.256202049693858,1.0732192502946465,39.36687282798747,24.487631861066085,33.387450740526056,22.007945038115334,5.0,35.56851643529094,2.214046123410686,43.81896557521861,13.976472235362953,35.657167623914354,8.573026948537885,0.0,16.32716963431215,0.0,0.0,16.274072055056322,17.171159829696258,21.77533026560105,1165.0,45.0,7.0,110.0
H,37412,0,0.0,29.256202049693858,0.0,0.0,53.19218061180396,48.08962182212488,59.449901261921,0.0,35.56851643529094,0.0,0.0,40.79541312096887,42.592880662613936,54.09581611427081,0.0,16.32716963431215,0.0,0.0,19.0466607772961,17.174156084938303,21.77533026560105,428.0,22.0,25.0,4197.0
H,37412,0,0.0,29.256202049693858,0.0,0.0,59.386388761687755,48.445244065583275,59.449901261921,0.0,35.56851643529094,0.0,0.0,47.059227963445714,42.61776871798271,54.09581611427081,0.0,16.32716963431215,0.0,0.0,16.274072055056322,17.171159829696258,21.77533026560105,1425.0,97.0,10.0,8086.0
H,37412,0,0.0,29.256202049693858,0.0,0.0,57.19277711236453,48.27059395716531,59.449901261921,0.0,35.56851643529094,0.0,0.0,41.911130877539904,42.59537505029352,54.09581611427081,0.0,16.32716963431215,0.0,0.0,18.471296632392534,17.17315783186043,21.77533026560105,1008.0,43.0,27.0,3877.0
H,37412,0,0.0,29.256202049693858,0.0,0.0,55.6321112707848,48.183307003465345,59.449901261921,0.0,35.56851643529094,0.0,0.0,37.32967721816914,42.587888150966,54.09581611427081,0.0,16.32716963431215,0.0,0.0,19.0466607772961,17.174156084938303,21.77533026560105,751.0,19.0,27.0,2702.0
L,37412,0,0.0,29.256202049693858,0.0,0.0,59.79019554491005,48.48573011674637,59.449901261921,0.0,35.56851643529094,0.0,0.0,46.2884745643094,42.61280100768832,54.09581611427081,0.0,16.32716963431215,0.0,0.0,16.274072055056322,17.171159829696258,21.77533026560105,1672.0,87.0,10.0,86.0
L,9478,1,6.0,11.260384490847224,0.35296635123482045,12.666067334176367,14.573168655136474,19.82023613277821,17.351474111116186,2.0,16.320130662849493,0.7727503271010807,13.058864028521082,9.870978279232336,19.16246957079707,12.478402153226813,0.0,21.80793954418406,0.0,0.0,18.441925741164024,22.97182249347115,29.87807814732834,1046.0,60.0,5.0,951.0
H,9478,1,2.0,11.260384490847224,0.14644255778456627,8.526354448371723,18.07065169765113,21.276735470621702,19.41698985267124,2.0,16.320130662849493,0.8906329023954215,14.061463263499565,8.953575023522099,19.106831465124028,11.851981374665275,0.0,21.80793954418406,0.0,0.0,0.0,0.0,0.0,809.0,47.0,0.0,4150.0
H,9478,1,3.0,11.260384490847224,0.15055614322075886,8.99317437330765,17.76346811128888,20.836346162885953,19.36845710716085,2.0,16.320130662849493,0.5557730126421385,9.593757024368372,12.19054794393278,19.1729199421508,14.022646286444608,0.0,21.80793954418406,0.0,0.0,26.3590977300098,22.99124970955548,29.87807814732834,1397.0,104.0,111.0,982.0
H,9478,1,8.0,11.260384490847224,0.3102706549729417,10.527560846713758,16.805029225044578,19.937990795472377,18.491430024107782,1.0,16.320130662849493,0.2875166569311792,5.732403615682965,13.457144441608891,19.80473527147573,20.38064837272172,0.0,21.80793954418406,0.0,0.0,0.0,0.0,0.0,1727.0,63.0,0.0,1847.0
H,9478,1,2.0,11.260384490847224,0.09850231342250396,7.537373775778345,19.01210444555226,21.218807565991693,20.055608050057106,2.0,16.320130662849493,0.4937842659829253,10.380752121704578,11.689385689943284,19.169937834549387,13.689147985633069,0.0,21.80793954418406,0.0,0.0,26.13677381354864,22.989759766639327,29.87807814732834,1390.0,99.0,86.0,736.0
